citations,Symbol,Synonyms
1,LOC130063836,-
1,LOC130063837,-
1,LOC130063838,-
1,LOC130063839,-
1,LOC130063840,-
1,LOC130063841,-
1,LOC130063842,-
1,LOC130063843,-
1,LOC130063844,-
1,LOC130063845,-
1,LOC130063846,-
1,LOC130063847,-
1,LOC130063848,-
1,LOC130063849,-
1,LOC130063850,-
1,LOC130063851,-
1,LOC130063852,-
1,LOC130063853,-
1,LOC130063854,-
1,LOC130063855,-
1,LOC130063856,-
1,LOC130063857,-
1,LOC130063858,-
1,LOC130063859,-
1,LOC130063860,-
1,LOC130063861,-
1,LOC130063862,-
1,LOC130063863,-
1,LOC130063864,-
1,LOC130063865,-
1,LOC130063866,-
1,LOC130063867,-
1,LOC130063868,-
1,LOC130063869,-
1,LOC130063870,-
1,LOC130063871,-
1,LOC130063872,-
1,LOC130063873,-
1,LOC130063874,-
1,LOC130063875,-
1,LOC130063876,-
1,LOC130063877,-
1,LOC130063878,-
1,LOC130063879,-
1,LOC130063880,-
1,LOC130063881,-
1,LOC130063882,-
1,LOC130063883,-
1,LOC130063884,-
1,LOC130063885,-
1,LOC130063886,-
1,LOC130063887,-
1,LOC130063888,-
1,LOC130063889,-
1,LOC130063890,-
1,LOC130063891,-
1,LOC130063892,-
1,LOC130063893,-
1,LOC130063894,-
1,LOC130063895,-
1,LOC130063896,-
1,LOC130063897,-
1,LOC130063898,-
1,LOC130063899,-
1,LOC130063900,-
1,LOC130063901,-
1,LOC130063902,-
1,LOC130063903,-
1,LOC130063904,-
1,LOC130063905,-
1,LOC130063906,-
1,LOC130063907,-
1,LOC130063908,-
1,LOC130063909,-
1,LOC130063910,-
1,LOC130063911,-
1,LOC130063912,-
1,LOC130063913,-
1,LOC130063914,-
1,LOC130063915,-
1,LOC130063916,-
1,LOC130063917,-
1,LOC130063918,-
1,LOC130063919,-
1,LOC130063920,-
1,LOC130063921,-
1,LOC130063922,-
1,LOC130063923,-
1,LOC130063924,-
1,LOC130063925,-
1,LOC130063926,-
1,LOC130063927,-
1,LOC130063928,-
1,LOC130063929,-
1,LOC130063930,-
1,LOC130063931,-
1,LOC130063932,-
1,LOC130063933,-
1,LOC130063934,-
1,LOC130063935,-
1,LOC130063936,-
1,LOC130063937,-
1,LOC130063938,-
1,LOC130063939,-
1,LOC130063940,-
1,LOC130063941,-
1,LOC130063942,-
1,LOC130063943,-
1,LOC130063944,-
1,LOC130063945,-
1,LOC130063946,-
1,LOC130063947,-
1,LOC130063948,-
1,LOC130063949,-
1,LOC130063950,-
1,LOC130063951,-
1,LOC130063952,-
1,LOC130063953,-
1,LOC130063954,-
1,LOC130063955,-
1,LOC130063956,-
1,LOC130063957,-
1,LOC130063958,-
1,LOC130063959,-
1,LOC130063960,-
1,LOC130063961,-
1,LOC130063962,-
1,LOC130063963,-
1,LOC130063964,-
1,LOC130063965,-
1,LOC130063966,-
1,LOC130063967,-
1,LOC130063968,-
1,LOC130063969,-
1,LOC130063970,-
1,LOC130063971,-
1,LOC130063972,-
1,LOC130063973,-
1,LOC130063974,-
1,LOC130063975,-
1,LOC130063976,-
1,LOC130063977,-
1,LOC130063978,-
1,LOC130063979,-
1,LOC130063980,-
1,LOC130063981,-
1,LOC130063982,-
1,LOC130063983,-
1,LOC130063984,-
1,LOC130063985,-
1,LOC130063986,-
1,LOC130063987,-
1,LOC130063988,-
1,LOC130063989,-
1,LOC130063990,-
1,LOC130063991,-
1,LOC130063992,-
1,LOC130063993,-
1,LOC130063994,-
1,LOC130063995,-
1,LOC130063996,-
1,LOC130063997,-
1,LOC130063998,-
1,LOC130063999,-
1,LOC130064000,-
1,LOC130064001,-
1,LOC130064002,-
1,LOC130064003,-
1,LOC130064004,-
1,LOC130064005,-
1,LOC130064006,-
1,LOC130064007,-
1,LOC130064008,-
1,LOC130064009,-
1,LOC130064010,-
1,LOC130064011,-
1,LOC130064012,-
1,LOC130064013,-
1,LOC130064014,-
1,LOC130064015,-
1,LOC130064016,-
1,LOC130064017,-
1,LOC130064018,-
1,LOC130064019,-
1,LOC130064020,-
1,LOC130064021,-
1,LOC130064022,-
1,LOC130064023,-
1,LOC130064024,-
1,LOC130064025,-
1,LOC130064026,-
1,LOC130064027,-
1,LOC130064028,-
1,LOC130064029,-
1,LOC130064030,-
1,LOC130064031,-
1,LOC130064032,-
1,LOC130064033,-
1,LOC130064034,-
1,LOC130064035,-
1,LOC130064036,-
1,LOC130064037,-
1,LOC130064038,-
1,LOC130064039,-
1,LOC130064040,-
1,LOC130064041,-
1,LOC130064042,-
1,LOC130064043,-
1,LOC130064044,-
1,LOC130064045,-
1,LOC130064046,-
1,LOC130064047,-
1,LOC130064048,-
1,LOC130064049,-
1,LOC130064050,-
1,LOC130064051,-
1,LOC130064052,-
1,LOC130064053,-
1,LOC130064054,-
1,LOC130064055,-
1,LOC130064056,-
1,LOC130064057,-
1,LOC130064058,-
1,LOC130064059,-
1,LOC130064060,-
1,LOC130064061,-
1,LOC130064062,-
1,LOC130064063,-
1,LOC130064064,-
1,LOC130064065,-
1,LOC130064066,-
1,LOC130064067,-
1,LOC130064068,-
1,LOC130064069,-
1,LOC130064070,-
1,LOC130064071,-
1,LOC130064072,-
1,LOC130064073,-
1,LOC130064074,-
1,LOC130064075,-
1,LOC130064076,-
1,LOC130064077,-
1,LOC130064078,-
1,LOC130064079,-
1,LOC130064080,-
1,LOC130064081,-
1,LOC130064082,-
1,LOC130064083,-
1,LOC130064084,-
1,LOC130064085,-
1,LOC130064086,-
1,LOC130064087,-
1,LOC130064088,-
1,LOC130064089,-
1,LOC130064090,-
1,LOC130064091,-
1,LOC130064092,-
1,LOC130064093,-
1,LOC130064094,-
1,LOC130064095,-
1,LOC130064096,-
1,LOC130064097,-
1,LOC130064098,-
1,LOC130064099,-
1,LOC130064100,-
1,LOC130064101,-
1,LOC130064102,-
1,LOC130064103,-
1,LOC130064104,-
1,LOC130064105,-
1,LOC130064106,-
1,LOC130064107,-
1,LOC130064108,-
1,LOC130064109,-
1,LOC130064110,-
1,LOC130064111,-
1,LOC130064112,-
1,LOC130064113,-
1,LOC130064114,-
1,LOC130064115,-
1,LOC130064116,-
1,LOC130064117,-
1,LOC130064118,-
1,LOC130064119,-
1,LOC130064120,-
1,LOC130064121,-
1,LOC130064122,-
1,LOC130064123,-
1,LOC130064124,-
1,LOC130064125,-
1,LOC130064126,-
1,LOC130064127,-
1,LOC130064128,-
1,LOC130064129,-
1,LOC130064130,-
1,LOC130064131,-
1,LOC130064132,-
1,LOC130064133,-
1,LOC130064134,-
1,LOC130064135,-
1,LOC130064136,-
1,LOC130064137,-
1,LOC130064138,-
1,LOC130064139,-
1,LOC130064140,-
1,LOC130064141,-
1,LOC130064142,-
1,LOC130064143,-
1,LOC130064144,-
1,LOC130064145,-
1,LOC130064146,-
1,LOC130064147,-
1,LOC130064148,-
1,LOC130064149,-
1,LOC130064150,-
1,LOC130064151,-
1,LOC130064152,-
1,LOC130064153,-
1,LOC130064154,-
1,LOC130064155,-
1,LOC130064156,-
1,LOC130064157,-
1,LOC130064158,-
1,LOC130064159,-
1,LOC130064160,-
1,LOC130064161,-
1,LOC130064162,-
1,LOC130064163,-
1,LOC130064164,-
1,LOC130064165,-
1,LOC130064166,-
1,LOC130064167,-
1,LOC130064168,-
1,LOC130064169,-
1,LOC130064170,-
1,LOC130064171,-
1,LOC130064172,-
1,LOC130064173,-
1,LOC130064174,-
1,LOC130064175,-
1,LOC130064176,-
1,LOC130064177,-
1,LOC130064178,-
1,LOC130064179,-
1,LOC130064180,-
1,LOC130064181,-
1,LOC130064182,-
1,LOC130064183,-
1,LOC130064184,-
1,LOC130064185,-
1,LOC130064186,-
1,LOC130064187,-
1,LOC130064188,-
1,LOC130064189,-
1,LOC130064190,-
1,LOC130064191,-
1,LOC130064192,-
1,LOC130064193,-
1,LOC130064194,-
1,LOC130064195,-
1,LOC130064196,-
1,LOC130064197,-
1,LOC130064198,-
1,LOC130064199,-
1,LOC130064200,-
1,LOC130064201,-
1,LOC130064202,-
1,LOC130064203,-
1,LOC130064204,-
1,LOC130064205,-
1,LOC130064206,-
1,LOC130064207,-
1,LOC130064208,-
1,LOC130064209,-
1,LOC130064210,-
1,LOC130064211,-
1,LOC130064212,-
1,LOC130064213,-
1,LOC130064214,-
1,LOC130064215,-
1,LOC130064216,-
1,LOC130064217,-
1,LOC130064218,-
1,LOC130064219,-
1,LOC130064220,-
1,LOC130064221,-
1,LOC130064222,-
1,LOC130064223,-
1,LOC130064224,-
1,LOC130064225,-
1,LOC130064226,-
1,LOC130064227,-
1,LOC130064228,-
1,LOC130064229,-
1,LOC130064230,-
1,LOC130064231,-
1,LOC130064232,-
1,LOC130064233,-
1,LOC130064234,-
1,LOC130064235,-
1,LOC130064236,-
1,LOC130064237,-
1,LOC130064238,-
1,LOC130064239,-
1,LOC130064240,-
1,LOC130064241,-
1,LOC130064242,-
1,LOC130064243,-
1,LOC130064244,-
1,LOC130064245,-
1,LOC130064246,-
1,LOC130064247,-
1,LOC130064248,-
1,LOC130064249,-
1,LOC130064250,-
1,LOC130064251,-
1,LOC130064252,-
1,LOC130064253,-
1,LOC130064254,-
1,LOC130064255,-
1,LOC130064256,-
1,LOC130064257,-
1,LOC130064258,-
1,LOC130064259,-
1,LOC130064260,-
1,LOC130064261,-
1,LOC130064262,-
1,LOC130064263,-
1,LOC130064264,-
1,LOC130064265,-
1,LOC130064266,-
1,LOC130064267,-
1,LOC130064268,-
1,LOC130064269,-
1,LOC130064270,-
1,LOC130064271,-
1,LOC130064272,-
1,LOC130064273,-
1,LOC130064274,-
1,LOC130064275,-
1,LOC130064276,-
1,LOC130064277,-
1,LOC130064278,-
1,LOC130064279,-
1,LOC130064280,-
1,LOC130064281,-
1,LOC130064282,-
1,LOC130064283,-
1,LOC130064284,-
1,LOC130064285,-
1,LOC130064286,-
1,LOC130064287,-
1,LOC130064288,-
1,LOC130064289,-
1,LOC130064290,-
1,LOC130064291,-
1,LOC130064292,-
1,LOC130064293,-
1,LOC130064294,-
1,LOC130064295,-
1,LOC130064296,-
1,LOC130064297,-
1,LOC130064298,-
1,LOC130064299,-
1,LOC130064300,-
1,LOC130064301,-
1,LOC130064302,-
1,LOC130064303,-
1,LOC130064304,-
1,LOC130064305,-
1,LOC130064306,-
1,LOC130064307,-
1,LOC130064308,-
1,LOC130064309,-
1,LOC130064310,-
1,LOC130064311,-
1,LOC130064312,-
1,LOC130064313,-
1,LOC130064314,-
1,LOC130064315,-
1,LOC130064316,-
1,LOC130064317,-
1,LOC130064318,-
1,LOC130064319,-
1,LOC130064320,-
1,LOC130064321,-
1,LOC130064322,-
1,LOC130064323,-
1,LOC130064324,-
1,LOC130064325,-
1,LOC130064326,-
1,LOC130064327,-
1,LOC130064328,-
1,LOC130064329,-
1,LOC130064330,-
1,LOC130064331,-
1,LOC130064332,-
1,LOC130064333,-
1,LOC130064334,-
1,LOC130064335,-
1,LOC130064336,-
1,LOC130064337,-
1,LOC130064338,-
1,LOC130064339,-
1,LOC130064340,-
1,LOC130064341,-
1,LOC130064342,-
1,LOC130064343,-
1,LOC130064344,-
1,LOC130064345,-
1,LOC130064346,-
1,LOC130064347,-
1,LOC130064348,-
1,LOC130064349,-
1,LOC130064350,-
1,LOC130064351,-
1,LOC130064352,-
1,LOC130064353,-
1,LOC130064354,-
1,LOC130064355,-
1,LOC130064356,-
1,LOC130064357,-
1,LOC130064358,-
1,LOC130064359,-
1,LOC130064360,-
1,LOC130064361,-
1,LOC130064362,-
1,LOC130064363,-
1,LOC130064364,-
1,LOC130064365,-
1,LOC130064366,-
1,LOC130064367,-
1,LOC130064368,-
1,LOC130064369,-
1,LOC130064370,-
1,LOC130064371,-
1,LOC130064372,-
1,LOC130064373,-
1,LOC130064374,-
1,LOC130064375,-
1,LOC130064376,-
1,LOC130064377,-
1,LOC130064378,-
1,LOC130064379,-
1,LOC130064380,-
1,LOC130064381,-
1,LOC130064382,-
1,LOC130064383,-
1,LOC130064384,-
1,LOC130064385,-
1,LOC130064386,-
1,LOC130064387,-
1,LOC130064388,-
1,LOC130064389,-
1,LOC130064390,-
1,LOC130064391,-
1,LOC130064392,-
1,LOC130064393,-
1,LOC130064394,-
1,LOC130064395,-
1,LOC130064396,-
1,LOC130064397,-
1,LOC130064398,-
1,LOC130064399,-
1,LOC130064400,-
1,LOC130064401,-
1,LOC130064402,-
1,LOC130064403,-
1,LOC130064404,-
1,LOC130064405,-
1,LOC130064406,-
1,LOC130064407,-
1,LOC130064408,-
1,LOC130064409,-
1,LOC130064410,-
1,LOC130064411,-
1,LOC130064412,-
1,LOC130064413,-
1,LOC130064414,-
1,LOC130064415,-
1,LOC130064416,-
1,LOC130064417,-
1,LOC130064418,-
1,LOC130064419,-
1,LOC130064420,-
1,LOC130064421,-
1,LOC130064422,-
1,LOC130064423,-
1,LOC130064424,-
1,LOC130064425,-
1,LOC130064426,-
1,LOC130064427,-
1,LOC130064428,-
1,LOC130064429,-
1,LOC130064430,-
1,LOC130064431,-
1,LOC130064432,-
1,LOC130064433,-
1,LOC130064434,-
1,LOC130064435,-
1,LOC130064436,-
1,LOC130064437,-
1,LOC130064438,-
1,LOC130064439,-
1,LOC130064440,-
1,LOC130064441,-
1,LOC130064442,-
1,LOC130064443,-
1,LOC130064444,-
1,LOC130064445,-
1,LOC130064446,-
1,LOC130064447,-
1,LOC130064448,-
1,LOC130064449,-
1,LOC130064450,-
1,LOC130064451,-
1,LOC130064452,-
1,LOC130064453,-
1,LOC130064454,-
1,LOC130064455,-
1,LOC130064456,-
1,LOC130064457,-
1,LOC130064458,-
1,LOC130064459,-
1,LOC130064460,-
1,LOC130064461,-
1,LOC130064462,-
1,LOC130064463,-
1,LOC130064464,-
1,LOC130064465,-
1,LOC130064466,-
1,LOC130064467,-
1,LOC130064468,-
1,LOC130064469,-
1,LOC130064470,-
1,LOC130064471,-
1,LOC130064472,-
1,LOC130064473,-
1,LOC130064474,-
1,LOC130064475,-
1,LOC130064476,-
1,LOC130064477,-
1,LOC130064478,-
1,LOC130064479,-
1,LOC130064480,-
1,LOC130064481,-
1,LOC130064482,-
1,LOC130064483,-
1,LOC130064484,-
1,LOC130064485,-
1,LOC130064486,-
1,LOC130064487,-
1,LOC130064488,-
1,LOC130064489,-
1,LOC130064490,-
1,LOC130064491,-
1,LOC130064492,-
1,LOC130064493,-
1,LOC130064494,-
1,LOC130064495,-
1,LOC130064496,-
1,LOC130064497,-
1,LOC130064498,-
1,LOC130064499,-
1,LOC130064500,-
1,LOC130064501,-
1,LOC130064502,-
1,LOC130064503,-
1,LOC130064504,-
1,LOC130064505,-
1,LOC130064506,-
1,LOC130064507,-
1,LOC130064508,-
1,LOC130064509,-
1,LOC130064510,-
1,LOC130064511,-
1,LOC130064512,-
1,LOC130064513,-
1,LOC130064514,-
1,LOC130064515,-
1,LOC130064516,-
1,LOC130064517,-
1,LOC130064518,-
1,LOC130064519,-
1,LOC130064520,-
1,LOC130064521,-
1,LOC130064522,-
1,LOC130064523,-
1,LOC130064524,-
1,LOC130064525,-
1,LOC130064526,-
1,LOC130064527,-
1,LOC130064528,-
1,LOC130064529,-
1,LOC130064530,-
1,LOC130064531,-
1,LOC130064532,-
1,LOC130064533,-
1,LOC130064534,-
1,LOC130064535,-
1,LOC130064536,-
1,LOC130064537,-
1,LOC130064538,-
1,LOC130064539,-
1,LOC130064540,-
1,LOC130064541,-
1,LOC130064542,-
1,LOC130064543,-
1,LOC130064544,-
1,LOC130064545,-
1,LOC130064546,-
1,LOC130064547,-
1,LOC130064548,-
1,LOC130064549,-
1,LOC130064550,-
1,LOC130064551,-
1,LOC130064552,-
1,LOC130064553,-
1,LOC130064554,-
1,LOC130064555,-
1,LOC130064556,-
1,LOC130064557,-
1,LOC130064558,-
1,LOC130064559,-
1,LOC130064560,-
1,LOC130064561,-
1,LOC130064562,-
1,LOC130064563,-
1,LOC130064564,-
1,LOC130064565,-
1,LOC130064566,-
1,LOC130064567,-
1,LOC130064568,-
1,LOC130064569,-
1,LOC130064570,-
1,LOC130064571,-
1,LOC130064572,-
1,LOC130064573,-
1,LOC130064574,-
1,LOC130064575,-
1,LOC130064576,-
1,LOC130064577,-
1,LOC130064578,-
1,LOC130064579,-
1,LOC130064580,-
1,LOC130064581,-
1,LOC130064582,-
1,LOC130064583,-
1,LOC130064584,-
1,LOC130064585,-
1,LOC130064586,-
1,LOC130064587,-
1,LOC130064588,-
1,LOC130064589,-
1,LOC130064590,-
1,LOC130064591,-
1,LOC130064592,-
1,LOC130064593,-
1,LOC130064594,-
1,LOC130064595,-
1,LOC130064596,-
1,LOC130064597,-
1,LOC130064598,-
1,LOC130064599,-
1,LOC130064600,-
1,LOC130064601,-
1,LOC130064602,-
1,LOC130064603,-
1,LOC130064604,-
1,LOC130064605,-
1,LOC130064606,-
1,LOC130064607,-
1,LOC130064608,-
1,LOC130064609,-
1,LOC130064610,-
1,LOC130064611,-
1,LOC130064612,-
1,LOC130064613,-
1,LOC130064614,-
1,LOC130064615,-
1,LOC130064616,-
1,LOC130064617,-
1,LOC130064618,-
1,LOC130064619,-
1,LOC130064620,-
1,LOC130064621,-
1,LOC130064622,-
1,LOC130064623,-
1,LOC130064624,-
1,LOC130064625,-
1,LOC130064626,-
1,LOC130064627,-
1,LOC130064628,-
1,LOC130064629,-
1,LOC130064630,-
1,LOC130064631,-
1,LOC130064632,-
1,LOC130064633,-
1,LOC130064634,-
1,LOC130064635,-
1,LOC130064636,-
1,LOC130064637,-
1,LOC130064638,-
1,LOC130064639,-
1,LOC130064640,-
1,LOC130064641,-
1,LOC130064642,-
1,LOC130064643,-
1,LOC130064644,-
1,LOC130064645,-
1,LOC130064646,-
1,LOC130064647,-
1,LOC130064648,-
1,LOC130064649,-
1,LOC130064650,-
1,LOC130064651,-
1,LOC130064652,-
1,LOC130064653,-
1,LOC130064654,-
1,LOC130064655,-
1,LOC130064656,-
1,LOC130064657,-
1,LOC130064658,-
1,LOC130064659,-
1,LOC130064660,-
1,LOC130064661,-
1,LOC130064662,-
1,LOC130064663,-
1,LOC130064664,-
1,LOC130064665,-
1,LOC130064666,-
1,LOC130064667,-
1,LOC130064668,-
1,LOC130064669,-
1,LOC130064670,-
1,LOC130064671,-
1,LOC130064672,-
1,LOC130064673,-
1,LOC130064674,-
1,LOC130064675,-
1,LOC130064676,-
1,LOC130064677,-
1,LOC130064678,-
1,LOC130064679,-
1,LOC130064680,-
1,LOC130064681,-
1,LOC130064682,-
1,LOC130064683,-
1,LOC130064684,-
1,LOC130064685,-
1,LOC130064686,-
1,LOC130064687,-
1,LOC130064688,-
1,LOC130064689,-
1,LOC130064690,-
1,LOC130064691,-
1,LOC130064692,-
1,LOC130064693,-
1,LOC130064694,-
1,LOC130064695,-
1,LOC130064696,-
1,LOC130064697,-
1,LOC130064698,-
1,LOC130064699,-
1,LOC130064700,-
1,LOC130064701,-
1,LOC130064702,-
1,LOC130064703,-
1,LOC130064704,-
1,LOC130064705,-
1,LOC130064706,-
1,LOC130064707,-
1,LOC130064708,-
1,LOC130064709,-
1,LOC130064710,-
1,LOC130064711,-
1,LOC130064712,-
1,LOC130064713,-
1,LOC130064714,-
1,LOC130064715,-
1,LOC130064716,-
1,LOC130064717,-
1,LOC130064718,-
1,LOC130064719,-
1,LOC130064720,-
1,LOC130064721,-
1,LOC130064722,-
1,LOC130064723,-
1,LOC130064724,-
1,LOC130064725,-
1,LOC130064726,-
1,LOC130064727,-
1,LOC130064728,-
1,LOC130064729,-
1,LOC130064730,-
1,LOC130064731,-
1,LOC130064732,-
1,LOC130064733,-
1,LOC130064734,-
1,LOC130064735,-
1,LOC130064736,-
1,LOC130064737,-
1,LOC130064738,-
1,LOC130064739,-
1,LOC130064740,-
1,LOC130064741,-
1,LOC130064742,-
1,LOC130064743,-
1,LOC130064744,-
1,LOC130064745,-
1,LOC130064746,-
1,LOC130064747,-
1,LOC130064748,-
1,LOC130064749,-
1,LOC130064750,-
1,LOC130064751,-
1,LOC130064752,-
1,LOC130064753,-
1,LOC130064754,-
1,LOC130064755,-
1,LOC130064756,-
1,LOC130064757,-
1,LOC130064758,-
1,LOC130064759,-
1,LOC130064760,-
1,LOC130064761,-
1,LOC130064762,-
1,LOC130064763,-
1,LOC130064764,-
1,LOC130064765,-
1,LOC130064766,-
1,LOC130064767,-
1,LOC130064768,-
1,LOC130064769,-
1,LOC130064770,-
1,LOC130064771,-
1,LOC130064772,-
1,LOC130064773,-
1,LOC130064774,-
1,LOC130064775,-
1,LOC130064776,-
1,LOC130064777,-
1,LOC130064778,-
1,LOC130064779,-
1,LOC130064780,-
1,LOC130064781,-
1,LOC130064782,-
1,LOC130064783,-
1,LOC130064784,-
1,LOC130064785,-
1,LOC130064786,-
1,LOC130064787,-
1,LOC130064788,-
1,LOC130064789,-
1,LOC130064790,-
1,LOC130064791,-
1,LOC130064792,-
1,LOC130064793,-
1,LOC130064794,-
1,LOC130064795,-
1,LOC130064796,-
1,LOC130064797,-
1,LOC130064798,-
1,LOC130064799,-
1,LOC130064800,-
1,LOC130064801,-
1,LOC130064802,-
1,LOC130064803,-
1,LOC130064804,-
1,LOC130064805,-
1,LOC130064806,-
1,LOC130064807,-
1,LOC130064808,-
1,LOC130064809,-
1,LOC130064810,-
1,LOC130064811,-
1,LOC130064812,-
1,LOC130064813,-
1,LOC130064814,-
1,LOC130064815,-
1,LOC130064816,-
1,LOC130064817,-
1,LOC130064818,-
1,LOC130064819,-
1,LOC130064820,-
1,LOC130064821,-
1,LOC130064822,-
1,LOC130064823,-
1,LOC130064824,-
1,LOC130064825,-
1,LOC130064826,-
1,LOC130064827,-
1,LOC130064828,-
1,LOC130064829,-
1,LOC130064830,-
1,LOC130064831,-
1,LOC130064832,-
1,LOC130064833,-
1,LOC130064834,-
1,LOC130064835,-
1,LOC130064836,-
1,LOC130064837,-
1,LOC130064838,-
1,LOC130064839,-
1,LOC130064840,-
1,LOC130064841,-
1,LOC130064842,-
1,LOC130064843,-
1,LOC130064844,-
1,LOC130064845,-
1,LOC130064846,-
1,LOC130064847,-
1,LOC130064848,-
1,LOC130064849,-
1,LOC130064850,-
1,LOC130064851,-
1,LOC130064852,-
1,LOC130064853,-
1,LOC130064854,-
1,LOC130064855,-
1,LOC130064856,-
1,LOC130064857,-
1,LOC130064858,-
1,LOC130064859,-
1,LOC130064860,-
1,LOC130064861,-
1,LOC130064862,-
1,LOC130064863,-
1,LOC130064864,-
1,LOC130064865,-
1,LOC130064866,-
1,LOC130064867,-
1,LOC130064868,-
1,LOC130064869,-
1,LOC130064870,-
1,LOC130064871,-
1,LOC130064872,-
1,LOC130064873,-
1,LOC130064874,-
1,LOC130064875,-
1,LOC130064876,-
1,LOC130064877,-
1,LOC130064878,-
1,LOC130064879,-
1,LOC130064880,-
1,LOC130064881,-
1,LOC130064882,-
1,LOC130064883,-
1,LOC130064884,-
1,LOC130064885,-
1,LOC130064886,-
1,LOC130064887,-
1,LOC130064888,-
1,LOC130064889,-
1,LOC130064890,-
1,LOC130064891,-
1,LOC130064892,-
1,LOC130064893,-
1,LOC130064894,-
1,LOC130064895,-
1,LOC130064896,-
1,LOC130064897,-
1,LOC130064898,-
1,LOC130064899,-
1,LOC130064900,-
1,LOC130064901,-
1,LOC130064902,-
1,LOC130064903,-
1,LOC130064904,-
1,LOC130064905,-
1,LOC130064906,-
1,LOC130064907,-
1,LOC130064908,-
1,LOC130064909,-
1,LOC130064910,-
1,LOC130064911,-
1,LOC130064912,-
1,LOC130064913,-
1,LOC130064914,-
1,LOC130064915,-
1,LOC130064916,-
1,LOC130064917,-
1,LOC130064918,-
1,LOC130064919,-
1,LOC130064920,-
1,LOC130064921,-
1,LOC130064922,-
1,LOC130064923,-
1,LOC130064924,-
1,LOC130064925,-
1,LOC130064926,-
1,LOC130064927,-
1,LOC130064928,-
1,LOC130064929,-
1,LOC130064930,-
1,LOC130064931,-
1,LOC130064932,-
1,LOC130064933,-
1,LOC130064934,-
1,LOC130064935,-
1,LOC130064936,-
1,LOC130064937,-
1,LOC130064938,-
1,LOC130064939,-
1,LOC130064940,-
1,LOC130064941,-
1,LOC130064942,-
1,LOC130064943,-
1,LOC130064944,-
1,LOC130064945,-
1,LOC130064946,-
1,LOC130064947,-
1,LOC130064948,-
1,LOC130064949,-
1,LOC130064950,-
1,LOC130064951,-
1,LOC130064952,-
1,LOC130064953,-
1,LOC130064954,-
1,LOC130064955,-
1,LOC130064956,-
1,LOC130064957,-
1,LOC130064958,-
1,LOC130064959,-
1,LOC130064960,-
1,LOC130064961,-
1,LOC130064962,-
1,LOC130064963,-
1,LOC130064964,-
1,LOC130064965,-
1,LOC130064966,-
1,LOC130064967,-
1,LOC130064968,-
1,LOC130064969,-
1,LOC130064970,-
1,LOC130064971,-
1,LOC130064972,-
1,LOC130064973,-
1,LOC130064974,-
1,LOC130064975,-
1,LOC130064976,-
1,LOC130064977,-
1,LOC130064978,-
1,LOC130064979,-
1,LOC130064980,-
1,LOC130064981,-
1,LOC130064982,-
1,LOC130064983,-
1,LOC130064984,-
1,LOC130064985,-
1,LOC130064986,-
1,LOC130064987,-
1,LOC130064988,-
1,LOC130064989,-
1,LOC130064990,-
1,LOC130064991,-
1,LOC130064992,-
1,LOC130064993,-
1,LOC130064994,-
1,LOC130064995,-
1,LOC130064996,-
1,LOC130064997,-
1,LOC130064998,-
1,LOC130064999,-
1,LOC130065000,-
1,LOC130065001,-
1,LOC130065002,-
1,LOC130065003,-
1,LOC130065004,-
1,LOC130065005,-
1,LOC130065006,-
1,LOC130065007,-
1,LOC130065008,-
1,LOC130065009,-
1,LOC130065010,-
1,LOC130065011,-
1,LOC130065012,-
1,LOC130065013,-
1,LOC130065014,-
1,LOC130065015,-
1,LOC130065016,-
1,LOC130065017,-
1,LOC130065018,-
1,LOC130065019,-
1,LOC130065020,-
1,LOC130065021,-
1,LOC130065022,-
1,LOC130065023,-
1,LOC130065024,-
1,LOC130065025,-
1,LOC130065026,-
1,LOC130065027,-
1,LOC130065028,-
1,LOC130065029,-
1,LOC130065030,-
1,LOC130065031,-
1,LOC130065032,-
1,LOC130065033,-
1,LOC130065034,-
1,LOC130065035,-
1,LOC130065036,-
1,LOC130065037,-
1,LOC130065038,-
1,LOC130065039,-
1,LOC130065040,-
1,LOC130065041,-
1,LOC130065042,-
1,LOC130065043,-
1,LOC130065044,-
1,LOC130065045,-
1,LOC130065046,-
1,LOC130065047,-
1,LOC130065048,-
1,LOC130065049,-
1,LOC130065050,-
1,LOC130065051,-
1,LOC130065052,-
1,LOC130065053,-
1,LOC130065054,-
1,LOC130065055,-
1,LOC130065056,-
1,LOC130065057,-
1,LOC130065058,-
1,LOC130065059,-
1,LOC130065060,-
1,LOC130065061,-
1,LOC130065062,-
1,LOC130065063,-
1,LOC130065064,-
1,LOC130065065,-
1,LOC130065066,-
1,LOC130065067,-
1,LOC130065068,-
1,LOC130065069,-
1,LOC130065070,-
1,LOC130065071,-
1,LOC130065072,-
1,LOC130065073,-
1,LOC130065074,-
1,LOC130065075,-
1,LOC130065076,-
1,LOC130065077,-
1,LOC130065078,-
1,LOC130065079,-
1,LOC130065080,-
1,LOC130065081,-
1,LOC130065082,-
1,LOC130065083,-
1,LOC130065084,-
1,LOC130065085,-
1,LOC130065086,-
1,LOC130065087,-
1,LOC130065088,-
1,LOC130065089,-
1,LOC130065090,-
1,LOC130065091,-
1,LOC130065092,-
1,LOC130065093,-
1,LOC130065094,-
1,LOC130065095,-
1,LOC130065096,-
1,LOC130065097,-
1,LOC130065098,-
1,LOC130065099,-
1,LOC130065100,-
1,LOC130065101,-
1,LOC130065102,-
1,LOC130065103,-
1,LOC130065104,-
1,LOC130065105,-
1,LOC130065106,-
