citations,Symbol,Synonyms
1,LOC127822617,-
1,LOC127822618,-
1,LOC127822619,-
1,LOC127822620,-
1,LOC127822621,-
1,LOC127822622,-
1,LOC127822623,-
1,LOC127822624,-
1,LOC127822625,-
1,LOC127822626,-
1,LOC127822627,-
1,LOC127822628,-
1,LOC127822629,-
1,LOC127822630,-
1,LOC127822631,-
1,LOC127822632,-
1,LOC127822633,-
1,LOC127822634,-
1,LOC127822635,-
1,LOC127822636,-
1,LOC127822637,-
1,LOC127822638,-
1,LOC127822639,-
1,LOC127822640,-
1,LOC127822641,-
1,LOC127822642,-
1,LOC127822643,-
1,LOC127822644,-
1,LOC127822645,-
1,LOC127822646,-
1,LOC127822647,-
1,LOC127822648,-
1,LOC127822649,-
1,LOC127822650,-
1,LOC127822651,-
1,LOC127822652,-
1,LOC127822653,-
1,LOC127822654,-
1,LOC127822655,-
1,LOC127822656,-
1,LOC127822657,-
1,LOC127822658,-
1,LOC127822659,-
1,LOC127822660,-
1,LOC127822661,-
1,LOC127822662,-
1,LOC127822663,-
1,LOC127822664,-
1,LOC127822665,-
1,LOC127822666,-
1,LOC127822667,-
1,LOC127822668,-
1,LOC127822669,-
1,LOC127822670,-
1,LOC127822671,-
1,LOC127822672,-
1,LOC127822673,-
1,LOC127822674,-
1,LOC127822675,-
1,LOC127822676,-
1,LOC127822677,-
2,LOC127822678,-
1,LOC127822679,-
1,LOC127822680,-
1,LOC127822681,-
1,LOC127822682,-
1,LOC127822683,-
1,LOC127822684,-
1,LOC127822685,-
1,LOC127822686,-
2,LOC127822687,-
1,LOC127822688,-
1,LOC127822689,-
1,LOC127822690,-
2,LOC127822691,-
1,LOC127822693,-
1,LOC127822694,-
1,LOC127822695,-
1,LOC127822696,-
1,LOC127822697,-
1,LOC127822698,-
1,LOC127822699,-
1,LOC127822700,-
1,LOC127822701,-
1,LOC127822702,-
1,LOC127822703,-
1,LOC127822704,-
1,LOC127822705,-
1,LOC127822706,-
1,LOC127822707,-
1,LOC127822708,-
1,LOC127822709,-
1,LOC127822710,-
1,LOC127822711,-
1,LOC127822712,-
1,LOC127822713,-
1,LOC127822714,-
1,LOC127822715,-
2,LOC127822716,-
1,LOC127822717,-
1,LOC127822718,-
1,LOC127822719,-
1,LOC127822720,-
1,LOC127822721,-
1,LOC127822722,-
1,LOC127822723,-
1,LOC127822724,-
1,LOC127822725,-
1,LOC127822726,-
1,LOC127822727,-
1,LOC127822728,-
1,LOC127822729,-
1,LOC127822730,-
1,LOC127822731,-
1,LOC127822732,-
1,LOC127822733,-
1,LOC127822734,-
1,LOC127822735,-
1,LOC127822736,-
2,LOC127822737,-
2,LOC127822738,-
1,LOC127822739,-
2,LOC127822740,-
2,LOC127822741,-
1,LOC127822742,-
2,LOC127822743,-
2,LOC127822744,-
2,LOC127822745,-
1,LOC127822746,-
1,LOC127822747,-
1,LOC127822748,-
2,LOC127822749,-
1,LOC127822750,-
1,LOC127822751,-
1,LOC127822752,-
2,LOC127822753,-
1,LOC127822754,-
1,LOC127822755,-
1,LOC127822756,-
1,LOC127822757,-
1,LOC127822758,-
1,LOC127822759,-
1,LOC127822760,-
1,LOC127822761,-
1,LOC127822762,-
1,LOC127822763,-
1,LOC127822764,-
1,LOC127822765,-
1,LOC127822766,-
1,LOC127822767,-
1,LOC127822768,-
1,LOC127822769,-
1,LOC127822770,-
1,LOC127822771,-
1,LOC127822772,-
1,LOC127822773,-
1,LOC127822774,-
1,LOC127822775,-
1,LOC127822776,-
1,LOC127822777,-
1,LOC127822778,-
1,LOC127822779,-
1,LOC127822780,-
1,LOC127822781,-
1,LOC127822782,-
1,LOC127822783,-
1,LOC127822784,-
1,LOC127822785,-
2,LOC127822786,-
1,LOC127822787,-
1,LOC127822788,-
1,LOC127822789,-
1,LOC127822790,-
1,LOC127822791,-
2,LOC127822792,-
1,LOC127822794,-
1,LOC127822795,-
1,LOC127822796,-
1,LOC127822797,-
1,LOC127822798,-
1,LOC127822799,-
1,LOC127822800,-
1,LOC127822801,-
1,LOC127822802,-
1,LOC127822803,-
1,LOC127822804,-
1,LOC127822805,-
1,LOC127822806,-
1,LOC127822807,-
1,LOC127822808,-
1,LOC127822809,-
1,LOC127822810,-
1,LOC127822811,-
1,LOC127822812,-
1,LOC127822813,-
1,LOC127822814,-
1,LOC127822815,-
1,LOC127822816,-
1,LOC127822817,-
1,LOC127822818,-
1,LOC127822819,-
1,LOC127822820,-
1,LOC127822821,-
1,LOC127822822,-
1,LOC127822823,-
1,LOC127822824,-
1,LOC127822825,-
1,LOC127822826,-
2,LOC127822827,-
1,LOC127822828,-
1,LOC127822829,-
1,LOC127822830,-
1,LOC127822831,-
1,LOC127822832,-
1,LOC127822833,-
1,LOC127822834,-
1,LOC127822835,-
1,LOC127822836,-
1,LOC127822837,-
1,LOC127822838,-
1,LOC127822839,-
1,LOC127822840,-
1,LOC127822841,-
1,LOC127822842,-
1,LOC127822843,-
1,LOC127822844,-
1,LOC127822845,-
1,LOC127822846,-
1,LOC127822847,-
1,LOC127822848,-
1,LOC127822849,-
1,LOC127822850,-
1,LOC127822851,-
1,LOC127822852,-
2,LOC127822853,-
1,LOC127822854,-
1,LOC127822855,-
1,LOC127822856,-
1,LOC127822857,-
1,LOC127822858,-
1,LOC127822859,-
1,LOC127822860,-
1,LOC127822861,-
1,LOC127822862,-
1,LOC127822863,-
1,LOC127822864,-
1,LOC127822865,-
1,LOC127822866,-
1,LOC127822867,-
1,LOC127822868,-
1,LOC127822869,-
1,LOC127822870,-
1,LOC127822871,-
1,LOC127822872,-
1,LOC127822873,-
1,LOC127822874,-
1,LOC127822875,-
1,LOC127822876,-
1,LOC127822877,-
1,LOC127822878,-
1,LOC127822879,-
1,LOC127822880,-
1,LOC127822881,-
1,LOC127822882,-
1,LOC127822883,-
1,LOC127822884,-
1,LOC127822885,-
1,LOC127822886,-
1,LOC127822887,-
1,LOC127822888,-
1,LOC127822889,-
1,LOC127822890,-
1,LOC127822891,-
1,LOC127822892,-
1,LOC127822893,-
1,LOC127822894,-
1,LOC127822895,-
1,LOC127822896,-
1,LOC127822897,-
1,LOC127822898,-
1,LOC127822899,-
1,LOC127822900,-
1,LOC127822901,-
2,LOC127822902,-
1,LOC127822903,-
1,LOC127822904,-
1,LOC127822905,-
1,LOC127822906,-
1,LOC127822907,-
1,LOC127822908,-
1,LOC127822909,-
1,LOC127822910,-
1,LOC127822911,-
1,LOC127822912,-
1,LOC127822913,-
1,LOC127822914,-
1,LOC127822915,-
1,LOC127822916,-
1,LOC127822917,-
1,LOC127822918,-
1,LOC127822919,-
1,LOC127822920,-
1,LOC127822921,-
1,LOC127822922,-
1,LOC127822923,-
1,LOC127822924,-
1,LOC127822925,-
2,LOC127822926,-
1,LOC127822927,-
2,LOC127822928,-
1,LOC127822929,-
1,LOC127822930,-
1,LOC127822931,-
1,LOC127822932,-
1,LOC127822933,-
1,LOC127822934,-
1,LOC127822935,-
1,LOC127822936,-
1,LOC127822937,-
1,LOC127822938,-
1,LOC127822939,-
2,LOC127822940,-
1,LOC127822941,-
1,LOC127822942,-
1,LOC127822943,-
1,LOC127822944,-
1,LOC127822945,-
1,LOC127822946,-
1,LOC127822947,-
1,LOC127822948,-
1,LOC127822949,-
1,LOC127822950,-
1,LOC127822951,-
1,LOC127822952,-
1,LOC127822953,-
1,LOC127822954,-
2,LOC127822955,-
1,LOC127822956,-
1,LOC127822957,-
1,LOC127822958,-
2,LOC127822959,-
2,LOC127822960,-
1,LOC127822961,-
2,LOC127822962,-
1,LOC127822963,-
1,LOC127822964,-
1,LOC127822965,-
1,LOC127822966,-
1,LOC127822967,-
1,LOC127822968,-
1,LOC127822969,-
1,LOC127822970,-
1,LOC127822971,-
2,LOC127822972,-
1,LOC127822973,-
1,LOC127822974,-
1,LOC127822975,-
1,LOC127822976,-
1,LOC127822977,-
1,LOC127822978,-
1,LOC127822979,-
1,LOC127822980,-
1,LOC127822981,-
2,LOC127822982,-
2,LOC127822983,-
1,LOC127822984,-
1,LOC127822985,-
1,LOC127822986,-
1,LOC127822987,-
1,LOC127822988,-
1,LOC127822989,-
1,LOC127822990,-
1,LOC127822991,-
1,LOC127822992,-
1,LOC127822993,-
1,LOC127822994,-
1,LOC127822995,-
1,LOC127822996,-
1,LOC127822997,-
1,LOC127822998,-
1,LOC127822999,-
1,LOC127823000,-
1,LOC127823001,-
1,LOC127823002,-
1,LOC127823003,-
1,LOC127823004,-
1,LOC127823005,-
1,LOC127823006,-
1,LOC127823007,-
1,LOC127823008,-
1,LOC127823009,-
1,LOC127823010,-
1,LOC127823011,-
1,LOC127823012,-
1,LOC127823013,-
1,LOC127823014,-
1,LOC127823015,-
1,LOC127823016,-
1,LOC127823017,-
1,LOC127823018,-
1,LOC127823019,-
1,LOC127823020,-
1,LOC127823021,-
1,LOC127823022,-
1,LOC127823023,-
1,LOC127823024,-
1,LOC127823025,-
1,LOC127823026,-
1,LOC127823027,-
1,LOC127823028,-
1,LOC127823029,-
1,LOC127823030,-
1,LOC127823031,-
1,LOC127823032,-
3,LOC127823033,-
1,LOC127823034,-
1,LOC127823035,-
1,LOC127823036,-
2,LOC127823037,-
1,LOC127823038,-
1,LOC127823039,-
2,LOC127823040,-
1,LOC127823041,-
1,LOC127823042,-
1,LOC127823043,-
1,LOC127823044,-
1,LOC127823045,-
1,LOC127823046,-
1,LOC127823047,-
1,LOC127823048,-
1,LOC127823049,-
1,LOC127823050,-
1,LOC127823051,-
1,LOC127823052,-
1,LOC127823053,-
1,LOC127823054,-
1,LOC127823055,-
1,LOC127823056,-
1,LOC127823057,-
1,LOC127823058,-
1,LOC127823059,-
1,LOC127823060,-
1,LOC127823061,-
1,LOC127823062,-
1,LOC127823063,-
2,LOC127823064,-
1,LOC127823065,-
1,LOC127823066,-
1,LOC127823067,-
1,LOC127823068,-
1,LOC127823069,-
1,LOC127823070,-
2,LOC127823071,-
1,LOC127823072,-
1,LOC127823073,-
1,LOC127823074,-
1,LOC127823075,-
1,LOC127823076,-
1,LOC127823077,-
1,LOC127823078,-
1,LOC127823079,-
1,LOC127823080,-
1,LOC127823081,-
1,LOC127823082,-
1,LOC127823083,-
1,LOC127823084,-
1,LOC127823085,-
1,LOC127823086,-
1,LOC127823087,-
1,LOC127823088,-
1,LOC127823089,-
1,LOC127823090,-
1,LOC127823091,-
1,LOC127823092,-
1,LOC127823093,-
1,LOC127823094,-
1,LOC127823095,-
1,LOC127823096,-
1,LOC127823097,-
1,LOC127823098,-
1,LOC127823099,-
1,LOC127823100,-
1,LOC127823101,-
1,LOC127823102,-
1,LOC127823103,-
1,LOC127823104,-
1,LOC127823105,-
1,LOC127823106,-
1,LOC127823107,-
1,LOC127823108,-
1,LOC127823109,-
1,LOC127823110,-
2,LOC127823111,-
1,LOC127823112,-
1,LOC127823113,-
1,LOC127823114,-
1,LOC127823115,-
1,LOC127823116,-
1,LOC127823117,-
1,LOC127823118,-
1,LOC127823119,-
1,LOC127823120,-
1,LOC127823121,-
1,LOC127823122,-
1,LOC127823123,-
1,LOC127823124,-
1,LOC127823125,-
1,LOC127823126,-
1,LOC127823127,-
1,LOC127823128,-
1,LOC127823129,-
1,LOC127823130,-
1,LOC127823131,-
1,LOC127823132,-
1,LOC127823133,-
1,LOC127823134,-
1,LOC127823135,-
1,LOC127823136,-
1,LOC127823137,-
1,LOC127823138,-
1,LOC127823139,-
1,LOC127823140,-
1,LOC127823141,-
1,LOC127823142,-
1,LOC127823143,-
1,LOC127823144,-
1,LOC127823145,-
1,LOC127823146,-
1,LOC127823147,-
1,LOC127823148,-
1,LOC127823149,-
1,LOC127823150,-
1,LOC127823151,-
1,LOC127823152,-
1,LOC127823153,-
1,LOC127823154,-
1,LOC127823155,-
1,LOC127823156,-
1,LOC127823157,-
1,LOC127823158,-
1,LOC127823159,-
1,LOC127823160,-
1,LOC127823161,-
1,LOC127823162,-
1,LOC127823163,-
1,LOC127823164,-
1,LOC127823165,-
1,LOC127823166,-
1,LOC127823167,-
1,LOC127823168,-
1,LOC127823169,-
1,LOC127823170,-
1,LOC127823171,-
1,LOC127823172,-
1,LOC127823173,-
1,LOC127823174,-
1,LOC127823175,-
1,LOC127823176,-
1,LOC127823177,-
1,LOC127823178,-
2,LOC127823179,-
1,LOC127823180,-
1,LOC127823181,-
1,LOC127823182,-
1,LOC127823183,-
1,LOC127823184,-
1,LOC127823185,-
1,LOC127823186,-
1,LOC127823187,-
1,LOC127823188,-
1,LOC127823189,-
1,LOC127823190,-
1,LOC127823191,-
1,LOC127823192,-
1,LOC127823193,-
1,LOC127823194,-
1,LOC127823195,-
1,LOC127823196,-
1,LOC127823197,-
1,LOC127823198,-
1,LOC127823199,-
1,LOC127823200,-
1,LOC127823201,-
1,LOC127823202,-
1,LOC127823203,-
1,LOC127823204,-
1,LOC127823205,-
1,LOC127823206,-
1,LOC127823207,-
1,LOC127823208,-
1,LOC127823209,-
1,LOC127823210,-
1,LOC127823211,-
1,LOC127823212,-
1,LOC127823213,-
1,LOC127823214,-
1,LOC127823215,-
1,LOC127823216,-
1,LOC127823217,-
1,LOC127823218,-
1,LOC127823219,-
1,LOC127823220,-
1,LOC127823221,-
1,LOC127823222,-
1,LOC127823223,-
1,LOC127823224,-
1,LOC127823225,-
1,LOC127823226,-
1,LOC127823227,-
1,LOC127823228,-
1,LOC127823229,-
1,LOC127823230,-
1,LOC127823231,-
1,LOC127823232,-
1,LOC127823233,-
1,LOC127823234,-
1,LOC127823235,-
1,LOC127823236,-
1,LOC127823237,-
1,LOC127823238,-
1,LOC127823239,-
1,LOC127823240,-
1,LOC127823241,-
1,LOC127823242,-
1,LOC127823243,-
1,LOC127823244,-
1,LOC127823245,-
1,LOC127823246,-
1,LOC127823247,-
1,LOC127823248,-
1,LOC127823249,-
1,LOC127823250,-
1,LOC127823251,-
1,LOC127823252,-
1,LOC127823253,-
1,LOC127823254,-
1,LOC127823255,-
1,LOC127823256,-
2,LOC127823257,-
1,LOC127823258,-
1,LOC127823259,-
1,LOC127823260,-
1,LOC127823261,-
1,LOC127823262,-
1,LOC127823263,-
2,LOC127823264,-
1,LOC127823266,-
1,LOC127823267,-
2,LOC127823268,-
2,LOC127823269,-
2,LOC127823270,-
1,LOC127823271,-
1,LOC127823272,-
2,LOC127823273,-
2,LOC127823274,-
1,LOC127823275,-
1,LOC127823276,-
1,LOC127823277,-
1,LOC127823278,-
1,LOC127823279,-
1,LOC127823280,-
1,LOC127823281,-
1,LOC127823282,-
2,LOC127823283,-
2,LOC127823284,-
1,LOC127823285,-
1,LOC127823286,-
1,LOC127823287,-
2,LOC127823288,-
1,LOC127823289,-
1,LOC127823290,-
1,LOC127823291,-
1,LOC127823292,-
1,LOC127823293,-
2,LOC127823294,-
1,LOC127823295,-
1,LOC127823296,-
1,LOC127823297,-
1,LOC127823298,-
1,LOC127823299,-
1,LOC127823300,-
1,LOC127823301,-
1,LOC127823302,-
1,LOC127823303,-
1,LOC127823304,-
1,LOC127823305,-
1,LOC127823306,-
1,LOC127823307,-
1,LOC127823308,-
1,LOC127823309,-
1,LOC127823310,-
1,LOC127823311,-
1,LOC127823312,-
1,LOC127823313,-
1,LOC127823314,-
1,LOC127823315,-
1,LOC127823316,-
1,LOC127823317,-
1,LOC127823318,-
1,LOC127823319,-
1,LOC127823320,-
1,LOC127823321,-
1,LOC127823322,-
1,LOC127823323,-
1,LOC127823324,-
1,LOC127823325,-
1,LOC127823326,-
1,LOC127823327,-
1,LOC127823328,-
1,LOC127823329,-
1,LOC127823330,-
1,LOC127823331,-
1,LOC127823332,-
1,LOC127823333,-
1,LOC127823334,-
1,LOC127823335,-
1,LOC127823336,-
1,LOC127823337,-
1,LOC127823338,-
1,LOC127823339,-
1,LOC127823340,-
1,LOC127823341,-
1,LOC127823342,-
1,LOC127823343,-
1,LOC127823344,-
1,LOC127823345,-
1,LOC127823346,-
1,LOC127823347,-
2,LOC127823348,-
2,LOC127823349,-
1,LOC127823350,-
1,LOC127823351,-
1,LOC127823352,-
1,LOC127823353,-
1,LOC127823354,-
1,LOC127823355,-
1,LOC127823356,-
1,LOC127823357,-
1,LOC127823358,-
1,LOC127823359,-
1,LOC127823360,-
1,LOC127823361,-
1,LOC127823362,-
1,LOC127823363,-
1,LOC127823364,-
1,LOC127823365,-
1,LOC127823366,-
1,LOC127823367,-
1,LOC127823368,-
1,LOC127823369,-
1,LOC127823370,-
1,LOC127823371,-
1,LOC127823372,-
1,LOC127823373,-
1,LOC127823374,-
1,LOC127823375,-
1,LOC127823376,-
1,LOC127823377,-
1,LOC127823378,-
1,LOC127823379,-
1,LOC127823380,-
1,LOC127823381,-
1,LOC127823382,-
1,LOC127823383,-
1,LOC127823384,-
1,LOC127823385,-
1,LOC127823386,-
2,LOC127823387,-
1,LOC127823388,-
1,LOC127823389,-
1,LOC127823390,-
1,LOC127823391,-
1,LOC127823392,-
1,LOC127823393,-
1,LOC127823394,-
1,LOC127823395,-
1,LOC127823396,-
1,LOC127823397,-
1,LOC127823398,-
1,LOC127823399,-
1,LOC127823400,-
1,LOC127823401,-
1,LOC127823402,-
1,LOC127823403,-
1,LOC127823404,-
1,LOC127823405,-
1,LOC127823406,-
1,LOC127823407,-
1,LOC127823408,-
1,LOC127823409,-
1,LOC127823410,-
1,LOC127823411,-
1,LOC127823412,-
1,LOC127823413,-
1,LOC127823414,-
1,LOC127823415,-
1,LOC127823416,-
1,LOC127823417,-
2,LOC127823418,-
1,LOC127823419,-
1,LOC127823420,-
1,LOC127823421,-
1,LOC127823422,-
1,LOC127823423,-
1,LOC127823424,-
1,LOC127823425,-
2,LOC127823426,-
1,LOC127823427,-
1,LOC127823428,-
1,LOC127823429,-
1,LOC127823430,-
2,LOC127823431,-
1,LOC127823432,-
1,LOC127823433,-
1,LOC127823434,-
1,LOC127823435,-
2,LOC127823436,-
1,LOC127823437,-
1,LOC127823438,-
1,LOC127823439,-
1,LOC127823440,-
1,LOC127823441,-
1,LOC127823442,-
1,LOC127823443,-
1,LOC127823444,-
1,LOC127823445,-
1,LOC127823446,-
1,LOC127823447,-
1,LOC127823448,-
1,LOC127823449,-
1,LOC127823450,-
1,LOC127823451,-
1,LOC127823452,-
1,LOC127823453,-
1,LOC127823454,-
1,LOC127823455,-
1,LOC127823456,-
1,LOC127823457,-
1,LOC127823458,-
1,LOC127823459,-
1,LOC127823460,-
1,LOC127823461,-
1,LOC127823462,-
1,LOC127823463,-
1,LOC127823464,-
1,LOC127823465,-
1,LOC127823466,-
1,LOC127823467,-
1,LOC127823468,-
1,LOC127823469,-
1,LOC127823470,-
1,LOC127823471,-
1,LOC127823472,-
1,LOC127823473,-
1,LOC127823474,-
1,LOC127823475,-
1,LOC127823476,-
1,LOC127823477,-
1,LOC127823478,-
1,LOC127823479,-
1,LOC127823480,-
1,LOC127823481,-
1,LOC127823482,-
1,LOC127823483,-
1,LOC127823484,-
1,LOC127823485,-
1,LOC127823486,-
1,LOC127823487,-
1,LOC127823488,-
1,LOC127823489,-
1,LOC127823490,-
1,LOC127823491,-
1,LOC127823492,-
2,LOC127823493,-
1,LOC127823494,-
1,LOC127823495,-
1,LOC127823496,-
1,LOC127823497,-
1,LOC127823498,-
2,LOC127823499,-
1,LOC127823500,-
1,LOC127823501,-
1,LOC127823502,-
1,LOC127823503,-
1,LOC127823504,-
2,LOC127823505,-
2,LOC127823506,-
2,LOC127823507,-
2,LOC127823508,-
2,LOC127823509,-
1,LOC127823510,-
1,LOC127823511,-
1,LOC127823512,-
1,LOC127823513,-
1,LOC127823514,-
1,LOC127823515,-
1,LOC127823516,-
2,LOC127823517,-
1,LOC127823518,-
1,LOC127823519,-
1,LOC127823520,-
1,LOC127823521,-
2,LOC127823522,-
2,LOC127823523,-
1,LOC127823524,-
2,LOC127823525,-
1,LOC127823526,-
2,LOC127823527,-
1,LOC127823528,-
1,LOC127823529,-
1,LOC127823530,-
1,LOC127823531,-
2,LOC127823532,-
1,LOC127823533,-
2,LOC127823534,-
1,LOC127823535,-
1,LOC127823536,-
1,LOC127823537,-
1,LOC127823538,-
1,LOC127823539,-
1,LOC127823540,-
1,LOC127823541,-
1,LOC127823542,-
1,LOC127823543,-
1,LOC127823544,-
1,LOC127823545,-
3,LOC127823546,-
1,LOC127823548,-
2,LOC127823549,-
1,LOC127823550,-
1,LOC127823551,-
1,LOC127823552,-
1,LOC127823553,-
1,LOC127823554,-
1,LOC127823555,-
2,LOC127823556,-
1,LOC127823557,-
1,LOC127823558,-
1,LOC127823559,-
1,LOC127823560,-
1,LOC127823561,-
2,LOC127823562,-
1,LOC127823563,-
2,LOC127823564,-
2,LOC127823565,-
1,LOC127823566,-
1,LOC127823567,-
1,LOC127823568,-
1,LOC127823569,-
1,LOC127823570,-
1,LOC127823571,-
1,LOC127823572,-
1,LOC127823573,-
1,LOC127823574,-
1,LOC127823575,-
1,LOC127823576,-
1,LOC127823577,-
1,LOC127823578,-
1,LOC127823579,-
1,LOC127823580,-
1,LOC127823581,-
1,LOC127823582,-
1,LOC127823583,-
1,LOC127823584,-
1,LOC127823585,-
1,LOC127823586,-
1,LOC127823587,-
1,LOC127823588,-
1,LOC127823589,-
1,LOC127823590,-
1,LOC127823591,-
1,LOC127823592,-
1,LOC127823593,-
1,LOC127823594,-
1,LOC127823595,-
1,LOC127823596,-
1,LOC127823597,-
1,LOC127823598,-
1,LOC127823599,-
1,LOC127823600,-
1,LOC127823601,-
1,LOC127823602,-
1,LOC127823603,-
1,LOC127823604,-
1,LOC127823605,-
1,LOC127823606,-
2,LOC127823607,-
1,LOC127823608,-
1,LOC127823609,-
1,LOC127823610,-
1,LOC127823611,-
1,LOC127823612,-
1,LOC127823613,-
1,LOC127823614,-
1,LOC127823615,-
1,LOC127823616,-
1,LOC127823617,-
1,LOC127823618,-
1,LOC127823619,-
1,LOC127823620,-
1,LOC127823621,-
1,LOC127823622,-
1,LOC127823623,-
2,LOC127823624,-
2,LOC127823625,-
1,LOC127823626,-
1,LOC127823627,-
1,LOC127823628,-
1,LOC127823629,-
1,LOC127823630,-
1,LOC127823631,-
1,LOC127823632,-
1,LOC127823633,-
1,LOC127823634,-
1,LOC127823635,-
1,LOC127823636,-
1,LOC127823637,-
1,LOC127823638,-
1,LOC127823639,-
1,LOC127823640,-
1,LOC127823641,-
1,LOC127823642,-
1,LOC127823643,-
1,LOC127823644,-
3,LOC127823645,-
1,LOC127823646,-
1,LOC127823647,-
1,LOC127823648,-
2,LOC127823649,-
1,LOC127823650,-
1,LOC127823651,-
1,LOC127823652,-
1,LOC127823653,-
1,LOC127823654,-
1,LOC127823655,-
2,LOC127823656,-
1,LOC127823657,-
1,LOC127823658,-
1,LOC127823659,-
1,LOC127823660,-
1,LOC127823661,-
1,LOC127823662,-
2,LOC127823663,-
1,LOC127823665,-
1,LOC127823666,-
1,LOC127823667,-
1,LOC127823668,-
1,LOC127823669,-
1,LOC127823670,-
1,LOC127823671,-
1,LOC127823672,-
1,LOC127823673,-
1,LOC127823674,-
1,LOC127823675,-
1,LOC127823676,-
1,LOC127823677,-
1,LOC127823678,-
1,LOC127823679,-
1,LOC127823680,-
1,LOC127823681,-
1,LOC127823682,-
1,LOC127823683,-
1,LOC127823684,-
1,LOC127823685,-
2,LOC127823686,-
2,LOC127823687,-
2,LOC127823688,-
1,LOC127823689,-
1,LOC127823690,-
1,LOC127823691,-
1,LOC127823692,-
1,LOC127823693,-
1,LOC127823694,-
1,LOC127823695,-
1,LOC127823696,-
2,LOC127823697,-
1,LOC127823698,-
1,LOC127823699,-
2,LOC127823700,-
1,LOC127823701,-
1,LOC127823702,-
1,LOC127823703,-
1,LOC127823704,-
2,LOC127823705,-
1,LOC127823706,-
1,LOC127823707,-
1,LOC127823708,-
1,LOC127823709,-
1,LOC127823710,-
1,LOC127823711,-
1,LOC127823712,-
1,LOC127823713,-
1,LOC127823714,-
1,LOC127823715,-
1,LOC127823716,-
1,LOC127823717,-
1,LOC127823718,-
1,LOC127823719,-
1,LOC127823720,-
1,LOC127823721,-
1,LOC127823722,-
1,LOC127823723,-
1,LOC127823724,-
1,LOC127823725,-
2,LOC127823726,-
1,LOC127823727,-
1,LOC127823728,-
1,LOC127823729,-
1,LOC127823730,-
1,LOC127823731,-
2,LOC127823732,-
1,LOC127823733,-
1,LOC127823734,-
1,LOC127823735,-
2,LOC127823736,-
2,LOC127823737,-
1,LOC127823738,-
1,LOC127823739,-
1,LOC127823740,-
1,LOC127823741,-
1,LOC127823742,-
2,LOC127823743,-
2,LOC127823744,-
2,LOC127823745,-
1,LOC127823746,-
2,LOC127823747,-
1,LOC127823748,-
1,LOC127823749,-
1,LOC127823750,-
1,LOC127823751,-
1,LOC127823752,-
1,LOC127823753,-
1,LOC127823754,-
1,LOC127823755,-
1,LOC127823756,-
1,LOC127823757,-
1,LOC127823758,-
1,LOC127823759,-
1,LOC127823760,-
1,LOC127823761,-
1,LOC127823762,-
1,LOC127823763,-
1,LOC127823764,-
1,LOC127823765,-
1,LOC127823766,-
1,LOC127823767,-
1,LOC127823768,-
1,LOC127823769,-
1,LOC127823770,-
1,LOC127823771,-
1,LOC127823772,-
1,LOC127823773,-
1,LOC127823774,-
1,LOC127823775,-
1,LOC127823776,-
1,LOC127823777,-
1,LOC127823778,-
1,LOC127823779,-
1,LOC127823780,-
1,LOC127823781,-
1,LOC127823782,-
1,LOC127823783,-
1,LOC127823784,-
1,LOC127823785,-
1,LOC127823786,-
1,LOC127823787,-
1,LOC127823788,-
1,LOC127823789,-
1,LOC127823790,-
1,LOC127823791,-
1,LOC127823792,-
1,LOC127823793,-
1,LOC127823794,-
1,LOC127823795,-
1,LOC127823796,-
1,LOC127823797,-
2,LOC127823798,-
1,LOC127823799,-
1,LOC127823800,-
2,LOC127823801,-
2,LOC127823802,-
1,LOC127823803,-
1,LOC127823804,-
1,LOC127823805,-
1,LOC127823806,-
1,LOC127823807,-
1,LOC127823808,-
1,LOC127823809,-
1,LOC127823810,-
1,LOC127823811,-
1,LOC127823812,-
1,LOC127823813,-
1,LOC127823814,-
1,LOC127823815,-
1,LOC127823816,-
1,LOC127823817,-
1,LOC127823818,-
1,LOC127823819,-
1,LOC127823820,-
1,LOC127823821,-
1,LOC127823822,-
1,LOC127823823,-
1,LOC127823824,-
1,LOC127823825,-
1,LOC127823826,-
1,LOC127823827,-
1,LOC127823828,-
1,LOC127823829,-
1,LOC127823830,-
1,LOC127823831,-
2,LOC127823832,-
1,LOC127823833,-
1,LOC127823834,-
1,LOC127823835,-
1,LOC127823836,-
1,LOC127823837,-
1,LOC127823838,-
1,LOC127823839,-
1,LOC127823840,-
1,LOC127823841,-
1,LOC127823842,-
1,LOC127823843,-
2,LOC127823844,-
2,LOC127823845,-
1,LOC127823846,-
1,LOC127823847,-
1,LOC127823848,-
2,LOC127823849,-
1,LOC127823850,-
1,LOC127823851,-
1,LOC127823852,-
2,LOC127823853,-
1,LOC127823854,-
1,LOC127823855,-
1,LOC127823856,-
1,LOC127823857,-
1,LOC127823858,-
1,LOC127823859,-
1,LOC127823860,-
1,LOC127823861,-
1,LOC127823862,-
1,LOC127823863,-
1,LOC127823864,-
1,LOC127823865,-
1,LOC127823866,-
1,LOC127823867,-
1,LOC127823868,-
1,LOC127823869,-
1,LOC127823870,-
1,LOC127823871,-
1,LOC127823872,-
1,LOC127823873,-
1,LOC127823874,-
1,LOC127823875,-
1,LOC127823876,-
1,LOC127823877,-
1,LOC127823878,-
1,LOC127823879,-
1,LOC127823880,-
1,LOC127823881,-
1,LOC127823882,-
1,LOC127823883,-
1,LOC127823884,-
1,LOC127823885,-
1,LOC127823886,-
1,LOC127823887,-
1,LOC127823888,-
1,LOC127823889,-
2,LOC127823890,-
2,LOC127823891,-
1,LOC127823892,-
